id,gender,raceeth,sexornt,age,educ5,pid7,ideo,abortion,climate_weather,deathpenalty,photoid,tax_mil,trans_discr,blm_ft,fauci_ft,feminists_ft,nra_ft,police_ft,scotus_ft,socialists_ft
310684,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,67,bachelors,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,70,100,60,15,85,85,50
310776,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,20,some college,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,50,40,70,85,40,70
310806,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,73,some college,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,80,85,0,60,50,50
310813,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,49,some college,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,0,0,100,60,50,0
310868,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,69,post-grad,7. Strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,1. Favor,4. A little,0,30,15,70,100,70,0
310899,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,50,post-grad,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,85,85,70,40,60,50,40
310936,2. Female,3. Hispanic,1. Heterosexual or straight,54,HS,1. Strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,1. Favor a great deal,1. Favor,1. A great deal,85,85,100,30,40,70,
310950,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,54,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,2. Favor moderately,1. Favor,2. A lot,85,85,70,60,70,70,60
311007,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,65,HS,1. Strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,70,85,30,50,85,50,
311014,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,80,post-grad,3. Independent-Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,85,85,0,70,50,40
311052,2. Female,"6. Multiple races, non-Hispanic",3. Bisexual,23,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,100,100,10,30,40,50
311083,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,33,some college,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,2. Favor moderately,2. Oppose,3. A moderate amount,10,50,50,50,20,30,20
311175,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,,bachelors,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,3. Oppose not strongly,1. Favor a great deal,,,,,,,,,
311199,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,43,post-grad,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,2. A lot,60,85,70,40,70,60,50
311212,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,49,<HS,4. Independent,1. Extremely liberal,"1. By law, abortion should never be permitted",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,9,6,6,0,7,6,0
311229,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,25,some college,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,60,85,40,60,40,50
311250,2. Female,"1. White, non-Hispanic",3. Bisexual,30,bachelors,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,80,95,80,0,80,30,70
311304,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,51,some college,2. Not very strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,50,0,50,100,100,85,0
311311,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,75,HS,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,50,100,50,100,100,50,100
311335,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,74,post-grad,4. Independent,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,40,70,60,60,85,85,60
311359,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,64,bachelors,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,5. None at all,0,50,30,30,85,85,50
311373,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,33,bachelors,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,50,50,50,50,50,50,50
311397,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,37,bachelors,4. Independent,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,2. Favor moderately,,,,,,,,,
311403,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,73,some college,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,25,0,50,75,90,90,0
311427,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,64,bachelors,3. Independent-Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,4. Neither favor nor oppose,,,,,,,,,
311434,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,50,some college,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
311458,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,55,bachelors,6. Not very strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,,2. Favor not strongly,2. Favor moderately,,,,,,,,,
311496,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,26,some college,5. Independent-Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
311502,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,59,some college,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",,1. Favor strongly,1. Favor a great deal,,,,,,,,,
311519,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,,post-grad,7. Strong Republican,7. Extremely conservative,"1. By law, abortion should never be permitted",2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,40,0,85,85,70,0
311540,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,53,post-grad,6. Not very strong Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,,1. Favor a great deal,2. Oppose,3. A moderate amount,0,85,10,0,50,60,0
311557,2. Female,3. Hispanic,1. Heterosexual or straight,25,<HS,2. Not very strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,5. Oppose a little,3. Neither favor nor oppose,1. A great deal,0,0,15,,0,0,
311571,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,some college,5. Independent-Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,2. A lot,70,,60,50,85,50,30
311595,2. Female,3. Hispanic,1. Heterosexual or straight,40,,1. Strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,3. Oppose not strongly,2. Favor moderately,3. Neither favor nor oppose,2. A lot,30,50,30,0,50,50,50
311601,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,31,bachelors,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,85,85,60,0,30,40,50
311618,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,HS,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,40,50,40,100,100,40,0
311649,1. Male,3. Hispanic,2. Homosexual or gay (or lesbian),22,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,2. Favor moderately,1. Favor,1. A great deal,100,0,60,0,30,50,70
311663,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,71,post-grad,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",,3. Oppose not strongly,4. Neither favor nor oppose,,,,,,,,,
311670,3. Refused,"5. Native American/Alaska Native or other race, non-Hispanic alone",,,bachelors,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,70,70,70,30,60,50,
311694,1. Male,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,52,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,2. A lot,100,100,100,0,50,50,50
311762,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,39,bachelors,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,0,70,70,15,85,60,
311809,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,59,some college,5. Independent-Republican,6. Conservative,"1. By law, abortion should never be permitted",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,1. Favor,3. A moderate amount,,60,,,70,70,
311847,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,67,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,70,100,70,30,70,85,70
311885,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,61,some college,7. Strong Republican,7. Extremely conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,1. Not at all,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,0,50,70,85,60,70,0
311908,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,41,post-grad,3. Independent-Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,85,100,0,15,40,95
311915,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,56,HS,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,1. Favor strongly,7. Oppose a great deal,1. Favor,3. A moderate amount,15,60,50,60,70,40,50
311922,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,65,bachelors,6. Not very strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,15,0,15,85,50,0
312017,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,64,post-grad,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,1. Favor a great deal,1. Favor,2. A lot,85,70,100,15,85,30,30
312024,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,24,bachelors,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,2. Favor moderately,1. Favor,2. A lot,85,85,85,0,60,40,60
312079,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,72,HS,1. Strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,70,85,85,60,70,70,30
312109,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,39,some college,6. Not very strong Republican,6. Conservative,"1. By law, abortion should never be permitted",2. A little,4. Oppose strongly,1. Favor a great deal,1. Favor,2. A lot,15,50,50,60,85,60,15
312123,2. Female,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,64,some college,2. Not very strong Democrat,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
312130,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,73,,6. Not very strong Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
312147,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,23,some college,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,2. Favor moderately,1. Favor,1. A great deal,70,85,60,30,60,30,
312154,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,72,HS,1. Strong Democrat,5. Slightly conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,,1. Favor strongly,1. Favor a great deal,,,,,,,,,
312208,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,19,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,1. A great deal,100,95,90,0,0,0,100
312246,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,42,HS,6. Not very strong Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,2. Favor not strongly,3. Favor a little,1. Favor,4. A little,30,30,40,50,60,50,30
312277,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,26,some college,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,3. Oppose not strongly,4. Neither favor nor oppose,2. Oppose,1. A great deal,100,50,100,,50,0,
312291,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,19,HS,3. Independent-Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,1. A great deal,100,70,85,85,85,70,50
312321,2. Female,3. Hispanic,1. Heterosexual or straight,77,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,1. A great deal,85,100,70,0,85,60,60
312345,2. Female,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,46,bachelors,5. Independent-Republican,6. Conservative,3. The law should permit abortion other than for rape/incest/danger to woman but,2. A little,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,50,50,50,50,70,50,15
312369,2. Female,3. Hispanic,2. Homosexual or gay (or lesbian),35,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",4. A lot,3. Oppose not strongly,1. Favor a great deal,3. Neither favor nor oppose,2. A lot,50,100,85,60,70,50,50
312413,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,66,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,100,85,20,85,70,70
312444,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,68,HS,1. Strong Democrat,2. Liberal,,1. Not at all,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,100,50,30,50,70,50,50
312451,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,63,some college,5. Independent-Republican,5. Slightly conservative,"1. By law, abortion should never be permitted",3. A moderate amount,4. Oppose strongly,1. Favor a great deal,1. Favor,4. A little,50,70,85,70,85,85,50
312475,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,40,some college,4. Independent,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,10,80,0,10,50,40,20
312574,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,26,some college,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,2. Favor moderately,3. Neither favor nor oppose,3. A moderate amount,0,0,0,100,100,100,0
312581,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,HS,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,1. Favor strongly,1. Favor a great deal,3. Neither favor nor oppose,3. A moderate amount,15,60,30,100,85,85,0
312598,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,53,HS,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,3. A moderate amount,2. Favor not strongly,1. Favor a great deal,1. Favor,3. A moderate amount,100,50,100,50,100,50,50
312604,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,35,bachelors,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",2. A little,2. Favor not strongly,4. Neither favor nor oppose,3. Neither favor nor oppose,3. A moderate amount,60,60,60,50,60,50,50
312611,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,34,some college,2. Not very strong Democrat,3. Slightly liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,1. Favor strongly,2. Favor moderately,1. Favor,1. A great deal,100,100,85,10,90,45,55
312628,1. Male,"5. Native American/Alaska Native or other race, non-Hispanic alone",1. Heterosexual or straight,66,some college,4. Independent,3. Slightly liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",,2. Favor not strongly,1. Favor a great deal,,,,,,,,,
312659,2. Female,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,30,post-grad,5. Independent-Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,2. Favor moderately,2. Oppose,2. A lot,0,90,10,10,70,70,10
312680,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,HS,1. Strong Democrat,2. Liberal,"2. The law should permit abortion only in case of rape, incest, or when the woma",5. A great deal,3. Oppose not strongly,1. Favor a great deal,1. Favor,2. A lot,70,85,70,40,85,70,0
312697,2. Female,"1. White, non-Hispanic",,72,some college,2. Not very strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,2. A lot,70,90,70,95,85,70,30
312703,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,31,bachelors,7. Strong Republican,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,10,15,100,85,85,0
312710,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,80,HS,1. Strong Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,90,100,90,10,80,80,40
312741,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,25,bachelors,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,85,100,30,30,30,50,40
312758,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,55,post-grad,3. Independent-Democrat,2. Liberal,3. The law should permit abortion other than for rape/incest/danger to woman but,4. A lot,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,2. A lot,85,90,85,0,60,60,60
312802,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,59,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,4. Oppose strongly,6. Oppose moderately,,,,,,,,,
312826,1. Male,3. Hispanic,1. Heterosexual or straight,80,HS,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,4. Neither favor nor oppose,1. Favor,3. A moderate amount,70,100,60,15,85,,50
312833,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,51,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,0,60,40,100,100,100,60
312888,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,63,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,100,100,0,30,50,50
312895,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,64,some college,6. Not very strong Republican,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,2. Favor not strongly,1. Favor a great deal,2. Oppose,3. A moderate amount,15,70,50,50,85,70,15
312918,1. Male,"2. Black, non-Hispanic",1. Heterosexual or straight,63,HS,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,2. Favor not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,100,100,0,0,70,0
312925,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,75,<HS,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,2. A lot,60,100,85,40,100,40,
312956,2. Female,3. Hispanic,3. Bisexual,32,some college,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,100,50,100,,50,65,60
313003,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,80,<HS,2. Not very strong Democrat,6. Conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",4. A lot,1. Favor strongly,1. Favor a great deal,2. Oppose,2. A lot,70,100,85,15,100,50,50
313034,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,68,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,6. Oppose moderately,1. Favor,2. A lot,100,100,100,0,60,60,85
313089,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,22,some college,7. Strong Republican,6. Conservative,"1. By law, abortion should never be permitted",2. A little,2. Favor not strongly,1. Favor a great deal,2. Oppose,4. A little,0,20,5,80,85,80,0
313102,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,25,some college,4. Independent,6. Conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",3. A moderate amount,1. Favor strongly,2. Favor moderately,1. Favor,3. A moderate amount,30,50,0,100,100,50,0
313157,2. Female,"2. Black, non-Hispanic",1. Heterosexual or straight,47,post-grad,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,1. Favor a great deal,1. Favor,1. A great deal,100,100,85,40,40,50,70
313195,2. Female,"6. Multiple races, non-Hispanic",1. Heterosexual or straight,30,bachelors,5. Independent-Republican,5. Slightly conservative,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,1. Favor strongly,1. Favor a great deal,1. Favor,3. A moderate amount,0,70,70,100,90,90,0
313218,1. Male,3. Hispanic,1. Heterosexual or straight,61,HS,4. Independent,6. Conservative,"1. By law, abortion should never be permitted",4. A lot,4. Oppose strongly,1. Favor a great deal,1. Favor,3. A moderate amount,40,,50,0,15,,50
313232,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,,post-grad,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",,1. Favor strongly,4. Neither favor nor oppose,,,,,,,,,
313263,2. Female,"1. White, non-Hispanic",3. Bisexual,55,post-grad,1. Strong Democrat,1. Extremely liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,4. Oppose strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,85,100,0,15,30,100
313270,2. Female,"1. White, non-Hispanic",1. Heterosexual or straight,32,bachelors,2. Not very strong Democrat,3. Slightly liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,4. Neither favor nor oppose,1. Favor,1. A great deal,85,100,100,30,70,70,100
313287,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,71,some college,7. Strong Republican,7. Extremely conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",1. Not at all,1. Favor strongly,1. Favor a great deal,2. Oppose,4. A little,0,0,40,100,100,60,0
313317,1. Male,"4. Asian or Native Hawaiian/other Pacific Islander, non-Hispanic alone",1. Heterosexual or straight,53,bachelors,5. Independent-Republican,5. Slightly conservative,"2. The law should permit abortion only in case of rape, incest, or when the woma",3. A moderate amount,2. Favor not strongly,1. Favor a great deal,1. Favor,4. A little,60,85,50,70,85,85,15
313348,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,70,bachelors,5. Independent-Republican,6. Conservative,,2. A little,4. Oppose strongly,1. Favor a great deal,2. Oppose,2. A lot,0,50,50,88,97,88,0
313362,1. Male,"1. White, non-Hispanic",1. Heterosexual or straight,42,some college,1. Strong Democrat,2. Liberal,"4. By law, a woman should always be able to obtain an abortion as a matter of pe",5. A great deal,3. Oppose not strongly,7. Oppose a great deal,1. Favor,1. A great deal,100,100,65,0,35,80,80
